date,price
27.08.19,9786.080078
28.08.19,9758.19043
29.08.19,9838.480469
30.08.19,9895.650391
02.09.19,9924.540039
03.09.19,9852.700195
04.09.19,9894.599609
05.09.19,9983.070313
06.09.19,10073.82031
09.09.19,10059.37012
10.09.19,10020.48047
11.09.19,10098.58984
12.09.19,10094.08984
13.09.19,10047.33984
16.09.19,9969.19043
17.09.19,10013.82031
18.09.19,10018.83984
19.09.19,10064.45996
20.09.19,10056.83008
23.09.19,9997.389648
24.09.19,9991.30957
25.09.19,9914.820313
26.09.19,10010.70996
27.09.19,10037.80957
30.09.19,10078.32031
01.10.19,9952.5
02.10.19,9757.280273
03.10.19,9760.44043
04.10.19,9827.719727
07.10.19,9914.05957
08.10.19,9800.240234
09.10.19,9830.049805
10.10.19,9903.019531
11.10.19,10017.38965
14.10.19,9964.240234
15.10.19,10048.75
16.10.19,10032.49023
17.10.19,10008.94043
18.10.19,9965.490234
21.10.19,9991.419922
22.10.19,10017.34961
23.10.19,10023.51953
24.10.19,10106.53027
25.10.19,10197.08984
28.10.19,10231.79981
29.10.19,10257.69043
30.10.19,10254.9502
31.10.19,10219.82031
01.11.19,10252.24023
04.11.19,10337.07031
05.11.19,10272.98047
06.11.19,10318.09961
07.11.19,10326.78027
08.11.19,10309.23047
11.11.19,10305.26953
12.11.19,10314.16016
13.11.19,10299.21973
14.11.19,10233.23047
15.11.19,10310.12012
18.11.19,10347.17969
19.11.19,10366.01953
20.11.19,10385.74023
21.11.19,10338.34961
22.11.19,10369.44043
25.11.19,10468.62012
26.11.19,10506.92969
27.11.19,10529.25977
28.11.19,10529.13965
29.11.19,10493.24023
02.12.19,10346.95996
03.12.19,10232.92969
04.12.19,10334.55957
05.12.19,10363.5
06.12.19,10463.87988
09.12.19,10434.88965
10.12.19,10390.53027
11.12.19,10405.30957
12.12.19,10451.36035
13.12.19,10429.26953
16.12.19,10541.66992
17.12.19,10538.88965
18.12.19,10556.74023
19.12.19,10575.15039
20.12.19,10679.37012
23.12.19,10724.33984
27.12.19,10730.15039
30.12.19,10616.94043
03.01.20,10699.82031
06.01.20,10665.41016
07.01.20,10683.66992
08.01.20,10652.16016
09.01.20,10650.96973
10.01.20,10639.49023
13.01.20,10622.41016
14.01.20,10655.82031
15.01.20,10670.74023
16.01.20,10693.51953
17.01.20,10841.82031
20.01.20,10846.29004
21.01.20,10884.50977
22.01.20,10895.07031
23.01.20,10813.94043
24.01.20,10849.75
27.01.20,10675.95996
28.01.20,10781.98047
29.01.20,10859.87988
30.01.20,10748.91992
31.01.20,10627.87988
03.02.20,10664.9502
04.02.20,10800.63965
05.02.20,10994.15039
06.02.20,11012.36035
07.02.20,11001.53027
10.02.20,11039.78027
11.02.20,11101.16992
12.02.20,11089.24023
13.02.20,11092.34961
14.02.20,11128.80957
17.02.20,11168.4502
18.02.20,11146.28027
19.02.20,11263.00977
20.02.20,11154.53027
21.02.20,11110.78027
24.02.20,10712.83984
25.02.20,10478.50977
26.02.20,10512.15039
27.02.20,10205.45996
28.02.20,9831.030273
02.03.20,9950.830078
03.03.20,10087.40039
04.03.20,10251.38965
05.03.20,10143.57031
06.03.20,9736.820313
09.03.20,9196.599609
10.03.20,9195.929688
11.03.20,9152.5
12.03.20,8270.44043
13.03.20,8367.55957
16.03.20,8227.080078
17.03.20,8493.040039
18.03.20,8338.740234
19.03.20,8782.240234
20.03.20,8623.860352
23.03.20,8160.790039
24.03.20,8733.320313
25.03.20,8989.160156
26.03.20,9203.980469
27.03.20,8996.370117
30.03.20,9174.389648
31.03.20,9311.919922
01.04.20,9168.980469
02.04.20,9270.959961
03.04.20,9242.44043
06.04.20,9462.339844
07.04.20,9514.599609
08.04.20,9432.389648
09.04.20,9452.830078
14.04.20,9538.610352
15.04.20,9320.200195
16.04.20,9439.910156
17.04.20,9612.830078
20.04.20,9785.269531
21.04.20,9547.849609
22.04.20,9630.55957
23.04.20,9625.480469
24.04.20,9625.650391
27.04.20,9758.820313
28.04.20,9889.459961
29.04.20,9865.320313
